Year,FIPS,Name,Percentage of family or people whose have income in the last 12 months below poverty level,Median family income (dollars)
2012,24025,"Harford County, Maryland",49933.0,5196
2012,24027,"Howard County, Maryland",61951.0,18209
2012,24033,"Prince George's County, Maryland",50737.0,14470
2012,24005,"Baltimore County, Maryland",45816.0,15267
2012,24021,"Frederick County, Maryland",49991.0,5826
2012,24013,"Carroll County, Maryland",47086.0,3370
2012,24017,"Charles County, Maryland",51984.0,4426
2012,24043,"Washington County, Maryland",38391.0,1410
2012,24045,"Wicomico County, Maryland",39621.0,735
2012,25025,"Suffolk County, Massachusetts",46788.0,9935
2012,25017,"Middlesex County, Massachusetts",52969.0,60528
2012,25005,"Bristol County, Massachusetts",41228.0,6577
2012,25013,"Hampden County, Massachusetts",41144.0,5912
2012,02020,"Anchorage Municipality, Alaska",45220.0,6039
2012,04019,"Pima County, Arizona",32546.0,9390
2012,04013,"Maricopa County, Arizona",37425.0,47116
2012,04015,"Mohave County, Arizona",26815.0,1228
2012,04005,"Coconino County, Arizona",35742.0,1656
2012,04025,"Yavapai County, Arizona",32142.0,1190
2012,04021,"Pinal County, Arizona",36193.0,1161
2012,05125,"Saline County, Arkansas",35782.0,791
2012,26111,"Midland County, Michigan",35257.0,1495
2012,26091,"Lenawee County, Michigan",33953.0,289
2012,21029,"Bullitt County, Kentucky",36742.0,205
2012,05045,"Faulkner County, Arkansas",31322.0,594
2012,05069,"Jefferson County, Arkansas",35005.0,435
2012,05131,"Sebastian County, Arkansas",29123.0,479
2012,05007,"Benton County, Arkansas",31747.0,3816
2012,05143,"Washington County, Arkansas",33128.0,2081
2012,05031,"Craighead County, Arkansas",30865.0,1287
2012,05085,"Lonoke County, Arkansas",37045.0,234
2012,05145,"White County, Arkansas",24931.0,435
2012,06047,"Merced County, California",33085.0,1655
2012,06115,"Yuba County, California",35965.0,44
2012,06013,"Contra Costa County, California",52387.0,36579
2012,06099,"Stanislaus County, California",37164.0,3416
2012,06097,"Sonoma County, California",45662.0,8085
2012,06067,"Sacramento County, California",42925.0,16393
2012,06017,"El Dorado County, California",48608.0,4207
2012,06053,"Monterey County, California",35017.0,4969
2012,06007,"Butte County, California",33867.0,1734
2012,06079,"San Luis Obispo County, California",40710.0,4161
2012,06029,"Kern County, California",31916.0,5686
2012,06111,"Ventura County, California",42074.0,19547
2012,06081,"San Mateo County, California",54355.0,33680
2012,08031,"Denver County, Colorado",42052.0,11243
2012,08059,"Jefferson County, Colorado",46617.0,12110
2012,08123,"Weld County, Colorado",36746.0,2845
2012,08035,"Douglas County, Colorado",52421.0,12537
2012,08013,"Boulder County, Colorado",45915.0,8361
2012,21015,"Boone County, Kentucky",38809.0,1485
2012,21195,"Pike County, Kentucky",26822.0,344
2012,12119,"Sumter County, Florida",27940.0,676
2012,12071,"Lee County, Florida",33885.0,8061
2012,12083,"Marion County, Florida",30738.0,2151
2012,12021,"Collier County, Florida",30833.0,7807
2012,12101,"Pasco County, Florida",35605.0,3127
2012,12055,"Highlands County, Florida",28798.0,287
2012,12023,"Columbia County, Florida",28890.0,259
2012,12107,"Putnam County, Florida",34295.0,117
2012,12081,"Manatee County, Florida",35236.0,4692
2012,12127,"Volusia County, Florida",31312.0,3403
2012,12073,"Leon County, Florida",37571.0,3356
2012,17093,"Kendall County, Illinois",46024.0,2084
2012,17143,"Peoria County, Illinois",31934.0,1870
2012,06059,"Orange County, California",44007.0,81434
2012,06101,"Sutter County, California",41927.0,789
2012,06077,"San Joaquin County, California",40128.0,6798
2012,08001,"Adams County, Colorado",37150.0,3375
2012,08069,"Larimer County, Colorado",38785.0,4672
2012,09015,"Windham County, Connecticut",40055.0,928
2012,09007,"Middlesex County, Connecticut",52496.0,5112
2012,12009,"Brevard County, Florida",34218.0,4895
2012,12069,"Lake County, Florida",30529.0,1899
2012,12105,"Polk County, Florida",32114.0,4012
2012,12117,"Seminole County, Florida",37351.0,5240
2012,12005,"Bay County, Florida",32448.0,1022
2012,12097,"Osceola County, Florida",30629.0,1288
2012,12095,"Orange County, Florida",33586.0,13229
2012,12001,"Alachua County, Florida",37410.0,3441
2012,12015,"Charlotte County, Florida",32889.0,1087
2012,12085,"Martin County, Florida",35026.0,3191
2012,12115,"Sarasota County, Florida",35544.0,5782
2012,12017,"Citrus County, Florida",32486.0,659
2012,12113,"Santa Rosa County, Florida",37120.0,2028
2012,12011,"Broward County, Florida",37278.0,22779
2012,12087,"Monroe County, Florida",29469.0,1669
2012,18095,"Madison County, Indiana",31438.0,321
2012,18035,"Delaware County, Indiana",31867.0,323
2012,18109,"Morgan County, Indiana",32456.0,367
2012,18141,"St. Joseph County, Indiana",31915.0,2696
2012,18085,"Kosciusko County, Indiana",29513.0,635
2012,18163,"Vanderburgh County, Indiana",31509.0,1648
2012,18105,"Monroe County, Indiana",32204.0,1010
2012,18097,"Marion County, Indiana",36236.0,7374
2012,19061,"Dubuque County, Iowa",34712.0,1023
2012,19103,"Johnson County, Iowa",40313.0,1891
2012,16027,"Canyon County, Idaho",27636.0,700
2012,20209,"Wyandotte County, Kansas",31693.0,255
2012,20103,"Leavenworth County, Kansas",39087.0,500
2012,20177,"Shawnee County, Kansas",33456.0,1369
2012,21111,"Jefferson County, Kentucky",35238.0,8992
2012,30013,"Cascade County, Montana",31126.0,586
2012,30031,"Gallatin County, Montana",34990.0,1723
2012,30029,"Flathead County, Montana",31748.0,961
2012,31109,"Lancaster County, Nebraska",35371.0,3805
2012,31055,"Douglas County, Nebraska",37342.0,7665
2012,47119,"Maury County, Tennessee",31156.0,808
2012,48451,"Tom Green County, Texas",29030.0,922
2012,48469,"Victoria County, Texas",30788.0,765
2012,48485,"Wichita County, Texas",32706.0,900
2012,48181,"Grayson County, Texas",33170.0,1296
2012,48183,"Gregg County, Texas",30921.0,592
2012,48303,"Lubbock County, Texas",32717.0,2664
2012,48257,"Kaufman County, Texas",36970.0,857
2012,48027,"Bell County, Texas",33362.0,2332
2012,48061,"Cameron County, Texas",23904.0,1734
2012,48141,"El Paso County, Texas",27173.0,4743
2012,48215,"Hidalgo County, Texas",28055.0,3267
2012,48423,"Smith County, Texas",32214.0,3015
2012,48231,"Hunt County, Texas",35790.0,758
2012,25009,"Essex County, Massachusetts",45910.0,22778
2012,25011,"Franklin County, Massachusetts",40283.0,790
2012,25027,"Worcester County, Massachusetts",45667.0,14641
2012,25015,"Hampshire County, Massachusetts",46524.0,2082
2012,26005,"Allegan County, Michigan",36463.0,655
2012,26125,"Oakland County, Michigan",46653.0,34305
2012,26121,"Muskegon County, Michigan",30725.0,418
2012,26087,"Lapeer County, Michigan",32328.0,445
2012,26073,"Isabella County, Michigan",30444.0,483
2012,26021,"Berrien County, Michigan",32311.0,1014
2012,26037,"Clinton County, Michigan",44881.0,858
2012,26065,"Ingham County, Michigan",38815.0,2718
2012,22103,"St. Tammany Parish, Louisiana",37956.0,4395
2012,22017,"Caddo Parish, Louisiana",31225.0,2896
2012,22005,"Ascension Parish, Louisiana",38889.0,1441
2012,22045,"Iberia Parish, Louisiana",24461.0,856
2012,22063,"Livingston Parish, Louisiana",35720.0,501
2012,13031,"Bulloch County, Georgia",31245.0,344
2012,13059,"Clarke County, Georgia",30697.0,1168
2012,13127,"Glynn County, Georgia",29480.0,1152
2012,13089,"DeKalb County, Georgia",42321.0,11378
2012,13215,"Muscogee County, Georgia",30357.0,1676
2012,13047,"Catoosa County, Georgia",32461.0,39
2012,13073,"Columbia County, Georgia",41268.0,2415
2012,13115,"Floyd County, Georgia",31532.0,285
2012,13117,"Forsyth County, Georgia",50215.0,5907
2012,13185,"Lowndes County, Georgia",32107.0,872
2012,13045,"Carroll County, Georgia",34972.0,531
2012,13077,"Coweta County, Georgia",40325.0,1095
2012,17119,"Madison County, Illinois",37797.0,2264
2012,17167,"Sangamon County, Illinois",40864.0,2549
2012,17113,"McLean County, Illinois",38619.0,2658
2012,17161,"Rock Island County, Illinois",35417.0,1500
2012,17089,"Kane County, Illinois",37793.0,8979
2012,17037,"DeKalb County, Illinois",38635.0,392
2012,17197,"Will County, Illinois",43056.0,11761
2012,17179,"Tazewell County, Illinois",36937.0,1545
2012,18127,"Porter County, Indiana",36886.0,1312
2012,18157,"Tippecanoe County, Indiana",31811.0,1505
2012,18057,"Hamilton County, Indiana",49085.0,9383
2012,32003,"Clark County, Nevada",36221.0,18445
2012,33005,"Cheshire County, New Hampshire",39076.0,696
2012,33009,"Grafton County, New Hampshire",41095.0,1390
2012,33015,"Rockingham County, New Hampshire",47981.0,7339
2012,33011,"Hillsborough County, New Hampshire",43525.0,8516
2012,34021,"Mercer County, New Jersey",51495.0,12314
2012,34011,"Cumberland County, New Jersey",39507.0,781
2012,34035,"Somerset County, New Jersey",57319.0,16270
2012,34029,"Ocean County, New Jersey",44527.0,8845
2012,34001,"Atlantic County, New Jersey",37103.0,2523
2012,34023,"Middlesex County, New Jersey",50044.0,21504
2012,34033,"Salem County, New Jersey",39212.0,623
2012,34009,"Cape May County, New Jersey",41441.0,1301
2012,34007,"Camden County, New Jersey",42331.0,8317
2012,34039,"Union County, New Jersey",44105.0,15978
2012,34017,"Hudson County, New Jersey",47759.0,11859
2012,34019,"Hunterdon County, New Jersey",53158.0,7014
2012,34027,"Morris County, New Jersey",54922.0,24712
2012,35031,"McKinley County, New Mexico",30805.0,173
2012,35043,"Sandoval County, New Mexico",38088.0,1553
2012,48347,"Nacogdoches County, Texas",25192.0,157
2012,48367,"Parker County, Texas",40714.0,2046
2012,48135,"Ector County, Texas",29902.0,680
2012,48085,"Collin County, Texas",47785.0,26377
2012,48005,"Angelina County, Texas",26727.0,971
2012,48209,"Hays County, Texas",38577.0,2314
2012,48039,"Brazoria County, Texas",40008.0,5566
2012,48203,"Harrison County, Texas",27476.0,333
2012,48491,"Williamson County, Texas",41118.0,5008
2012,48361,"Orange County, Texas",34652.0,747
2012,48201,"Harris County, Texas",35891.0,72741
2012,48113,"Dallas County, Texas",35606.0,32031
2012,48187,"Guadalupe County, Texas",37258.0,1333
2012,48251,"Johnson County, Texas",40208.0,514
2012,48309,"McLennan County, Texas",30627.0,1589
2012,48339,"Montgomery County, Texas",41933.0,12014
2012,48479,"Webb County, Texas",25741.0,710
2012,06073,"San Diego County, California",41164.0,54996
2012,06107,"Tulare County, California",31708.0,1833
2012,06113,"Yolo County, California",42365.0,3172
2012,06023,"Humboldt County, California",34679.0,749
2012,06057,"Nevada County, California",36818.0,797
2012,06039,"Madera County, California",36293.0,683
2012,06045,"Mendocino County, California",43108.0,293
2012,06087,"Santa Cruz County, California",46418.0,6962
2012,06037,"Los Angeles County, California",40051.0,158221
2012,06065,"Riverside County, California",38422.0,19239
2012,06071,"San Bernardino County, California",36957.0,14444
2012,06085,"Santa Clara County, California",58750.0,84148
2012,06041,"Marin County, California",62296.0,14699
2012,06061,"Placer County, California",50564.0,7742
2012,06089,"Shasta County, California",36246.0,1511
2012,06095,"Solano County, California",47656.0,6182
2012,12033,"Escambia County, Florida",32207.0,1245
2012,12053,"Hernando County, Florida",30545.0,605
2012,12057,"Hillsborough County, Florida",36170.0,17389
2012,12091,"Okaloosa County, Florida",33457.0,1839
2012,13095,"Dougherty County, Georgia",31092.0,752
2012,13151,"Henry County, Georgia",36292.0,1777
2012,13153,"Houston County, Georgia",40647.0,1616
2012,13295,"Walker County, Georgia",28718.0,608
2012,13135,"Gwinnett County, Georgia",36700.0,11392
2012,13015,"Bartow County, Georgia",31367.0,459
2012,13097,"Douglas County, Georgia",40471.0,820
2012,13067,"Cobb County, Georgia",42043.0,16078
2012,13113,"Fayette County, Georgia",50142.0,3337
2012,13217,"Newton County, Georgia",35310.0,364
2012,13063,"Clayton County, Georgia",31482.0,407
2012,13139,"Hall County, Georgia",30754.0,1612
2012,15003,"Honolulu County, Hawaii",40110.0,15627
2012,15009,"Maui County, Hawaii",35761.0,2053
2012,02090,"Fairbanks North Star Borough, Alaska",42892.0,1281
2012,04003,"Cochise County, Arizona",31559.0,911
2012,04001,"Apache County, Arizona",32771.0,77
2012,04027,"Yuma County, Arizona",30145.0,591
2012,04017,"Navajo County, Arizona",30938.0,565
2012,05051,"Garland County, Arkansas",30604.0,1216
2012,05119,"Pulaski County, Arkansas",35387.0,4517
2012,06033,"Lake County, California",26697.0,425
2012,35045,"San Juan County, New Mexico",31373.0,846
2012,28067,"Jones County, Mississippi",29755.0,510
2012,28089,"Madison County, Mississippi",40175.0,2920
2012,28121,"Rankin County, Mississippi",40678.0,1376
2012,28059,"Jackson County, Mississippi",33179.0,1784
2012,28047,"Harrison County, Mississippi",31562.0,1223
2012,28075,"Lauderdale County, Mississippi",23688.0,384
2012,28081,"Lee County, Mississippi",29251.0,393
2012,48245,"Jefferson County, Texas",31240.0,2022
2012,48439,"Tarrant County, Texas",39085.0,27187
2012,48139,"Ellis County, Texas",37465.0,1700
2012,48409,"San Patricio County, Texas",27895.0,572
2012,48381,"Randall County, Texas",37778.0,1571
2012,48397,"Rockwall County, Texas",47262.0,2352
2012,48441,"Taylor County, Texas",30288.0,1087
2012,48471,"Walker County, Texas",27942.0,208
2012,48099,"Coryell County, Texas",31136.0,370
2012,48375,"Potter County, Texas",29074.0,408
2012,08101,"Pueblo County, Colorado",32132.0,539
2012,08077,"Mesa County, Colorado",34762.0,1478
2012,08041,"El Paso County, Colorado",36867.0,7977
2012,08005,"Arapahoe County, Colorado",43065.0,11725
2012,10003,"New Castle County, Delaware",42327.0,9935
2012,10005,"Sussex County, Delaware",37926.0,1732
2012,10001,"Kent County, Delaware",37517.0,1251
2012,11001,"District of Columbia, District of Columbia",60116.0,21190
2012,09009,"New Haven County, Connecticut",48034.0,15767
2012,09005,"Litchfield County, Connecticut",42476.0,3547
2012,09003,"Hartford County, Connecticut",46622.0,20087
2012,09011,"New London County, Connecticut",41421.0,4086
2012,09013,"Tolland County, Connecticut",50405.0,3264
2012,09001,"Fairfield County, Connecticut",51625.0,51115
2012,12031,"Duval County, Florida",35922.0,6758
2012,12019,"Clay County, Florida",41666.0,1959
2012,12089,"Nassau County, Florida",37059.0,892
2012,12103,"Pinellas County, Florida",35957.0,11807
2012,12111,"St. Lucie County, Florida",35067.0,2559
2012,12061,"Indian River County, Florida",31707.0,2401
2012,12099,"Palm Beach County, Florida",36821.0,26927
2012,12109,"St. Johns County, Florida",38582.0,6484
2012,12086,"Miami-Dade County, Florida",31363.0,30851
2012,12035,"Flagler County, Florida",31976.0,853
2012,13285,"Troup County, Georgia",30872.0,779
2012,13021,"Bibb County, Georgia",29588.0,1405
2012,13179,"Liberty County, Georgia",31289.0,230
2012,13247,"Rockdale County, Georgia",36199.0,767
2012,26077,"Kalamazoo County, Michigan",35421.0,2999
2012,26025,"Calhoun County, Michigan",31619.0,607
2012,26081,"Kent County, Michigan",36242.0,7512
2012,26145,"Saginaw County, Michigan",35551.0,499
2012,26017,"Bay County, Michigan",30608.0,366
2012,27053,"Hennepin County, Minnesota",46567.0,33764
2012,27109,"Olmsted County, Minnesota",45381.0,2610
2012,01115,"St. Clair County, Alabama",37843.0,451
2012,01003,"Baldwin County, Alabama",35169.0,1779
2012,01069,"Houston County, Alabama",30062.0,957
2012,01125,"Tuscaloosa County, Alabama",32422.0,1152
2012,06083,"Santa Barbara County, California",38297.0,7483
2012,06025,"Imperial County, California",31192.0,316
2012,06001,"Alameda County, California",51926.0,48350
2012,06055,"Napa County, California",46130.0,3101
2012,06075,"San Francisco County, California",60245.0,26797
2012,06031,"Kings County, California",29266.0,928
2012,06019,"Fresno County, California",34916.0,7672
2012,17201,"Winnebago County, Illinois",35695.0,2615
2012,17001,"Adams County, Illinois",32467.0,418
2012,17183,"Vermilion County, Illinois",32164.0,343
2012,17199,"Williamson County, Illinois",31958.0,543
2012,17097,"Lake County, Illinois",46442.0,24782
2012,18091,"LaPorte County, Indiana",32749.0,869
2012,18167,"Vigo County, Indiana",32906.0,597
2012,18005,"Bartholomew County, Indiana",32101.0,960
2012,18089,"Lake County, Indiana",35018.0,3305
2012,19155,"Pottawattamie County, Iowa",32463.0,747
2012,21093,"Hardin County, Kentucky",32823.0,449
2012,42043,"Dauphin County, Pennsylvania",36947.0,2984
2012,42055,"Franklin County, Pennsylvania",35251.0,710
2012,42089,"Monroe County, Pennsylvania",37616.0,1407
2012,42125,"Washington County, Pennsylvania",37111.0,2884
2012,42101,"Philadelphia County, Pennsylvania",38288.0,10020
2012,42133,"York County, Pennsylvania",38521.0,3755
2012,42063,"Indiana County, Pennsylvania",28729.0,338
2012,42041,"Cumberland County, Pennsylvania",37258.0,3828
2012,42003,"Allegheny County, Pennsylvania",38864.0,18831
2012,42129,"Westmoreland County, Pennsylvania",32993.0,4075
2012,42013,"Blair County, Pennsylvania",32211.0,986
2012,42073,"Lawrence County, Pennsylvania",33058.0,602
2012,42021,"Cambria County, Pennsylvania",31070.0,1025
2012,42029,"Chester County, Pennsylvania",50947.0,19942
2012,42011,"Berks County, Pennsylvania",35526.0,4903
2012,29047,"Clay County, Missouri",38131.0,1921
2012,29189,"St. Louis County, Missouri",39853.0,22188
2012,29019,"Boone County, Missouri",35655.0,2546
2012,29051,"Cole County, Missouri",34892.0,440
2012,29071,"Franklin County, Missouri",29577.0,926
2012,29095,"Jackson County, Missouri",36277.0,6108
2012,29021,"Buchanan County, Missouri",31710.0,483
2012,50007,"Chittenden County, Vermont",42554.0,3009
2012,49053,"Washington County, Utah",30829.0,1039
