,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
534,Entia,"Health Care, Medical, Medical Device","London, England, United Kingdom",Entia is a medical technology company that specializes in improving access to blood test.,"42,791","4,398",Active,—,www.entia.co/,View on Twitter,View on LinkedIn,"Millie Clive-Smith, Robert Balfour, Toby Basey-Fisher",—,—
535,Lifetrack Medical Systems,"B2B, Emerging Markets, Health Care, Software","Singapore, Central Region, Singapore",Making Healthcare Software Human,"42,827","83,225",Active,—,lifetrackmed.com/,View on Twitter,View on LinkedIn,Eric Schulze,—,—
536,Embion Technologies,"Agriculture, Animal Feed, Biotechnology, Cosmetics, Food and Beverage, Nutrition","Lausanne, Vaud, Switzerland","Platform industrial biomass processing technology for nutrition, pharma, cosmetics applications and more","42,966",730,Active,—,www.embiontech.com,View on Twitter,View on LinkedIn,"Georgios Fengos, Georgios Savoglidis, Paul Dyson, Sviatlana Siankevich",—,—
537,VideoElephant,"Digital Media, Publishing, Social Media, Video","Dublin, Dublin, Ireland","VideoElephant offers ready-to-monetize video content solutions to advertising technology providers, publishers, and advertisers.","43,277","14,454",Active,—,www.videoelephant.com,View on Twitter,View on LinkedIn,Stephen O'Shaughnessy,—,—
538,Astarte Medical,"Analytics, Health Care, Health Diagnostics, Medical, Predictive Analytics","Yardley, Pennsylvania, United States",Astarte Medical is clinical intelligence company providing digital solutions to support protocol-driven care across pediatric populations.,"43,482","5,016",Active,—,www.astartemedical.com/,View on Twitter,View on LinkedIn,"Tammi Jantzen, Tracy Warren",—,—
539,INOVUES,"Building Material, CleanTech, Energy, Green Building, Real Estate, Smart Building","Houston, Texas, United States",Revitalizing Windows for Better Buildings. Without Replacement. Without Disruption.,"43,601",—,Active,—,www.inovues.com,View on Twitter,View on LinkedIn,Anas Al Kassas,—,—
540,Kira Talent,"Career Planning, Education","Toronto, Ontario, Canada",The world's only holistic admissions solution for higher education.,"43,776","68,372",Closed,—,www.kiratalent.com,View on Twitter,View on LinkedIn,"Edward Sun, Emilie Cushman","Made Acquisitions, Was Acquired",Educational Testing Service (ETS)
541,Jane Technologies,"E-Commerce, Internet, Retail, Software","Soquel, California, United States",Jane Technologies is a cannabis retail tech company that provides its consumers with an online experience for shopping and reviews.,"44,279","1,612,146",Active,—,www.iheartjane.com/,View on Twitter,View on LinkedIn,Socrates Rosenfeld,—,—
542,Nufabrx,"3D Printing, Beauty, Food and Beverage, Health Care, Manufacturing, Wine And Spirits","Seattle, Washington, United States",Nufabrx manufactures pillowcases designed to actively fight blemishes while its users are asleep.,"44,389","5,103",Active,—,nufabrx.com/,View on Twitter,—,Jordan Schindler,—,—
543,PBD Biotech,"Biotechnology, Medical, Medical Device","Birmingham, Birmingham, United Kingdom",PBD Biotech is a clinical-stage diagnostic company and pioneer in phage-based diagnostics.,"44,434",—,Active,—,www.pbdbio.com/,View on Twitter,View on LinkedIn,"Ben Swift, Berwyn Clarke, Cath Rees",—,—
544,BLender,"Financial Services, FinTech","Ramat Gan, Tel Aviv, Israel",BLender is a Israel-based P2P lending platform.,"44,534","39,332",Active,—,www.blender.co.il/,—,View on LinkedIn,Gal Aviv,—,—
545,Saturas,"AgTech, Fruit, Sensor, Water","Misgav, HaZafon, Israel",Saturas is developing a miniature SWP sensor that can be part of an automatic irrigation system.,"44,611",179,Active,—,www.saturas-ag.com/,—,View on LinkedIn,"Anat Halgoa Solomon, Moshe Meron",—,—
546,Urbint,"Artificial Intelligence, Construction, Oil and Gas, Predictive Analytics, Public Safety, Risk Management","New York, New York, United States",Urbint predicts threats to workers and critical infrastructure to stop incidents before they happen.,"44,849","13,067",Active,—,www.urbint.com,View on Twitter,View on LinkedIn,"Corey Capasso, Josh Troy, Ryan Schmukler",Made Acquisitions,—
547,Applied solar Technologies,"Electrical Distribution, Infrastructure, Renewable Energy","Noida, Uttar Pradesh, India",AST provides off-grid solar power to the telecom and banking sectors.,"44,856",—,Active,—,www.appliedsolartechnologies.com,—,—,Kapil Kathpalia,—,—
548,Mavrx,"Agriculture, Analytics, Image Recognition, Robotics","San Francisco, California, United States",Mavrx uses imagery and data to bring actionable insights to the global agriculture industry.,"44,955",—,Closed,—,www.mavrx.co,View on Twitter,View on LinkedIn,"Alexey Rostapshov, Max Bruner, Yuan Gao",Was Acquired,Taranis
549,Iron.io,"Cloud Computing, Enterprise Software, Infrastructure, Software","San Francisco, California, United States",Iron.io is a scalable cloud-based message queue and processing platform for building distributed cloud applications.,"45,012","37,541",Active,—,www.iron.io,View on Twitter,View on LinkedIn,"Chad Arimura, Travis Reeder","Made Acquisitions, Was Acquired",Xenon Ventures
550,RetailNext,"Analytics, Big Data, Data Visualization, Retail","San Jose, California, United States","RetailNext enables retailers and manufacturers to collect, analyze, and visualize data about in-store customer engagement.","45,375","46,453",Active,—,www.retailnext.net,View on Twitter,View on LinkedIn,"Alexei Agratchev, Arun Nair, Marlie Liu",Made Acquisitions,—
551,WorldViz,"Enterprise Software, Software, Virtual Reality","Santa Barbara, California, United States","WorldViz immersive technologies change how we share information, empowering businesses with new collaboration techniques.","45,228","8,834",Active,—,www.worldviz.com,View on Twitter,View on LinkedIn,"Andrew Beall, Matthias Pusch, Peter Schlueer",—,—
552,Dogtooth,Robotics,"Royston, Barnsley, United Kingdom",Dogtooth is a Cambridge-based technology start-up that sells state-of-the-art intelligent robots for soft fruit picking.,"45,302",564,Active,—,dogtooth.tech/,—,View on LinkedIn,"Duncan Robertson, Ed Herbert, Mat Cook",—,—
553,GIZTIX,"Internet, Logistics, Transportation","Bangkok, Krung Thep, Thailand",GIZTIX is an integrated logistics platform for solving problems on speed and fragmented processes of truck sourcing.,"45,362","5,802",Active,—,www.giztix.com/,—,—,Sittisak Wongsomnuk,—,—
554,Opanga Networks,"Apps, Information Technology, Machine Learning, Telecommunications","Seattle, Washington, United States",Opanga Networks specializes in delivering machine learning-powered network modernization.,"45,492",—,Active,—,opanga.com,View on Twitter,View on LinkedIn,Dave Gibbons,—,—
555,Jahia,"Content, Enterprise Software, Information Technology, Open Source, Software","Geneva, Geneve, Switzerland","Jahia is an international software vendor of the most complete open-source Java Digital Experience Platform unifying Content, Apps & Data.","45,808","1,191",Active,—,www.jahia.com,View on Twitter,View on LinkedIn,"Elie Auvray, Michel Romy, Serge Huber, Thomas Draier",—,—
556,Place,"Property Management, Real Estate, Software","Bellingham, Washington, United States",Place is a real estate technology platform providing technology and services to real estate agents.,"45,813","28,626",Active,—,www.place.com,View on Twitter,View on LinkedIn,"Ben Kinney, Chris Suarez",—,—
557,Destiny (D/XYZ),"Business Development, Finance, Financial Services","San Francisco, California, United States",Public Access to Private Tech,"45,865",—,Active,—,destiny.xyz/,—,View on LinkedIn,"Samvit Ramadurgam, Sohail Prasad",—,—
558,Beleza na Web,"Beauty, Cosmetics, E-Commerce, Retail","São Paulo, Sao Paulo, Brazil","Beleza na Web is an online beauty retailer that provides perfumes, skin care, makeup, body & bath and other beauty products.","46,048","2,024,789",Active,—,www.belezanaweb.com.br/,View on Twitter,View on LinkedIn,Alexandre Serodio,Was Acquired,Grupo Boticario
559,bravesoft,"Information Technology, Software, UX Design","Tokyo, Tokyo, Japan",bravesoft is a software company that operates events and in-house product for contract development and events.,"46,274","2,109",Active,—,www.bravesoft.co.jp,View on Twitter,—,Hoshi Tatsuya,—,—
560,Episode Solutions,"Medical, Online Portals, Productivity Tools","Nashville, Tennessee, United States",Episode Solutions provides resources and services exclusively to the needs of physicians.,"46,526",—,Active,—,www.episodesolutions.com/,—,View on LinkedIn,Amir Matityahu,—,—
561,Coherix,"Automotive, Industrial Automation, Manufacturing, Semiconductor","Ann Arbor, Michigan, United States","Coherix, Inc. develops and manufactures high-speed, high-definition 3D machine vision products that enable our customers to manage.","47,280",645,Active,—,www.coherix.com,View on Twitter,View on LinkedIn,"Brian Rogove, Dwight D. Carlson",—,—
562,OakStar Bank,"Banking, Finance, Financial Services, Insurance, Venture Capital","Bolivar, Missouri, United States",OakStar is a financial services company that offers banking products and services to its clients.,"47,575","43,008",Active,—,oakstarbank.com,View on Twitter,View on LinkedIn,—,—,—
563,RenalSense,"Biotechnology, Health Diagnostics","Jerusalem, Yerushalayim, Israel","RenalSense is building a Realtime Diagnostic Platform for Acute Kidney Injury (AKI) in Critical Care: Detection, Prevention, Management","47,617",713,Active,—,www.renalsense.com,—,—,"Avi Kleiman, Mor Grinstein",—,—
564,Citruslabs,"Clinical Trials, Health Care, Information Technology","Santa Monica, California, United States",Clinical trials run on Citrus,"47,879","25,731",Active,—,www.citruslabs.com,View on Twitter,View on LinkedIn,"Patrick Renner, Rogelio Arellano, Susanne Mitschke",—,—
565,IVWorks,—,"Daejeon, Taejon-jikhalsi, South Korea",IVWorks has been at the forefront of the compound semiconductor industry .,"48,470",506,Active,—,www.ivwkr.com/,—,—,Young Kyun Noh,—,—
566,Saturn Technologies,"Apps, Information Services, Scheduling","New York, New York, United States",Saturn Technologies is a mobile application for managing school schedules.,"48,498","9,937",Active,—,www.joinsaturn.com/,—,View on LinkedIn,"Dylan Diamond, Max Baron",—,—
567,bNovate Technologies,"Biotechnology, Hardware, Industrial, Industrial Automation, Information Technology, Software","Ecublens, Vaud, Switzerland",bNovate Technologies develops fully automated analysis instruments.,"48,606",282,Active,—,www.bnovate.com/,—,View on LinkedIn,Simon Künzi,—,—
568,Corporater,"Enterprise Software, Software","Stavanger, Rogaland, Norway","Corporater is a global software company providing integrated solutions for Governance, Performance, Risk, and Compliance (GPRC).","48,868","8,180",Active,—,www.corporater.com,View on Twitter,View on LinkedIn,Tor Inge Vasshus,—,—
569,Better Juice,"Food and Beverage, Manufacturing","Ashdod, HaDarom, Israel","Better Juice developes a unique, Non GMO, Biotechnology process for converting high calorie-value sugars to dietary fibers.","49,079",—,Active,—,better-juice.com/,—,View on LinkedIn,"Eran Blachinsky, Gali Yarom, Ron Shapira",—,—
570,Flexion,"Apps, Billing, Content, DRM, Mobile, Mobile Payments, Software, Wireless","London, England, United Kingdom",Flexion is a monetization and distribution platform for developers and publishers.,"49,488","1,471",Active,—,flexionmobile.com,View on Twitter,View on LinkedIn,"Jens Lauritzson, Per Lauritzson",Made Acquisitions,—
571,Biosurfit,"Health Care, Medical, Medical Device","Lisbon, Lisboa, Portugal","Biosurfit develops breakthrough technologies that enable fast, precise and affordable blood analysis at the point of care.","49,865","1,901",Active,—,www.biosurfit.com,View on Twitter,View on LinkedIn,Daniel Neves,—,—
572,Syantra,"Biotechnology, Health Care, Medical","Calgary, Alberta, Canada",Syantra is a precision healthcare company that focuses on the commercialization of breast cancer detection blood tests.,"49,895",672,Active,—,www.syantra.com/,View on Twitter,View on LinkedIn,—,—,—
573,medCPU,"Health Care, Hospital, Medical, Software","New York, New York, United States","medCPU delivers real-time patient care advice through the use of its Advisor technology, a clinical decision and advisory support platform.","50,051","3,309",Active,—,medcpu.com,View on Twitter,View on LinkedIn,"Eyal Ephrat, Sonia Ben-Yehuda",—,—
574,CorrosionRADAR,"Analytics, Artificial Intelligence, Electronics, Information Technology, Internet of Things, Messaging, Predictive Analytics, Sensor","Cambridge, Cambridgeshire, United Kingdom",Smarter infrastructure using Industrial Internet of Things and Predictive Analytics,"50,607","2,670",Active,—,www.corrosionradar.com/,View on Twitter,View on LinkedIn,"Chiraz Ennaceur, Mehrdad Silatani, Prafull Sharma",—,—
